"pred_date","posterior_mean","parametric_fit","lower","upper"
2020-03-09,0.0513921962980959,0.93725598428482,-15.284520240586,15.3873046331821
2020-03-10,0.017794415651698,1.17968769967664,-14.7332885470355,14.7688773783389
2020-03-11,0.0445768796492141,1.47980640369964,-14.5715583065972,14.6607120658956
2020-03-12,0.0503615099499989,1.84985702810413,-14.556976139038,14.657699158938
2020-03-13,0.061530087875937,2.30427458140855,-14.5457749932652,14.6688351690171
2020-03-14,0.0796204326004332,2.85997102455192,-14.5273339124737,14.6865747776746
2020-03-15,0.0965032123396136,3.53663458580803,-14.5103547201451,14.7033611448243
2020-03-16,0.112117870193437,4.35703578154489,-14.4947336653144,14.7189694057013
2020-03-17,0.171225178036429,5.34733285348536,-14.4356263236766,14.7780766797495
2020-03-18,0.134801589028212,6.53736774642265,-14.4720496322695,14.7416528103259
2020-03-19,0.232591540318772,7.96094221014985,-14.3742596053631,14.8394426860007
2020-03-20,1.43744745994414,9.65606220743818,-13.1694036808182,16.0442986007065
2020-03-21,2.82620797720287,11.6651376490892,-11.780643163529,17.4330591179347
2020-03-22,3.77965332818616,14.0351236662649,-10.8271978123228,18.3865044686951
2020-03-23,5.96863144733875,16.817589277748,-8.63821969311094,20.5754825877884
2020-03-24,8.52984047353087,20.0686995153075,-6.07701066691507,23.1366916139768
2020-03-25,11.1523785229023,23.8490979166503,-3.45447261754363,25.7592296633483
2020-03-26,15.832269883776,28.2236778393072,1.22541874333007,30.4391210242218
2020-03-27,21.7598477968773,33.2612333131062,7.15299665643171,36.366698937323
2020-03-28,25.6287266029434,39.0339831158936,11.0218754624979,40.2355777433889
2020-03-29,30.4012245181017,45.6169653644745,15.7943733776562,45.0080756585473
2020-03-30,40.9801978867473,53.0873040519939,26.3733467463017,55.5870490271929
2020-03-31,54.0628627594494,61.5233534822758,39.4560116190036,68.6697138998952
2020-04-01,66.3998139294892,71.0037312615498,51.7929627890433,81.0066650699351
2020-04-02,80.0226559134782,81.6062551911161,65.4158047730323,94.6295070539241
2020-04-03,91.3221549160779,93.4068038279352,76.7153037756322,105.929006056524
2020-04-04,102.275482875409,106.478124410055,87.6686317349633,116.882334015854
2020-04-05,119.216831615846,120.888615060986,104.609980475401,133.823682756291
2020-04-06,141.652451309015,136.701110502111,127.04560016857,156.259302449461
2020-04-07,166.996191553904,153.971701768644,152.389340413459,181.60304269435
2020-04-08,191.861633238816,172.748620550156,177.25478209837,206.468484379262
2020-04-09,212.39566285237,193.071217729426,197.788811711924,227.002513992816
2020-04-10,231.103931011254,214.96906350487,216.497079870808,245.710782151699
2020-04-11,245.506386013848,238.461193244464,230.899534873402,260.113237154293
2020-04-12,253.520443550243,263.55551908034,238.913592409797,268.127294690688
2020-04-13,276.849026291138,290.248422404907,262.242175150692,291.455877431584
2020-04-14,321.767822944769,318.524537095409,307.160971804323,336.374674085214
2020-04-15,360.890874800123,348.356727715426,346.284023659677,375.497725940569
2020-04-16,388.5600777837,379.706261362874,373.953226643254,403.166928924146
2020-04-17,418.950597067811,412.523166486593,404.343745927365,433.557448208257
2020-04-18,448.630937973738,446.746767085719,434.024086833293,463.237789114183
2020-04-19,473.387054232,482.306376411818,458.780203091555,487.993905372444
2020-04-20,508.721016292647,519.122130745909,494.114165152202,523.327867433092
2020-04-21,557.435251985523,557.105941109591,542.828400845079,572.042103125968
2020-04-22,609.215755289326,596.162538933891,594.608904148881,623.822606429771
2020-04-23,655.377769686054,636.190590751021,640.770918545609,669.984620826499
2020-04-24,688.850904780762,677.083856853627,674.244053640317,703.457755921208
2020-04-25,711.372679310653,718.732369511711,696.765828170207,725.979530451099
2020-04-26,730.195028590762,761.023607652523,715.588177450316,744.801879731209
2020-04-27,749.494612320277,803.843646779233,734.887761179831,764.101463460722
2020-04-28,813.677621148559,847.07826520639,799.070770008109,828.284472289009
2020-04-29,921.69167006453,890.6139902981,907.08481892402,936.29852120504
2020-04-30,979.890660934843,934.339071185836,965.283809794109,994.497512075577
2020-05-01,999.401489075276,978.144367303585,984.794637934512,1014.00834021604
2020-05-02,1021.98216900062,1021.9241449075,1007.37531785494,1036.58902014631
2020-05-03,1036.16780203316,1065.57677645972,1021.56095081186,1050.77465325446
2020-05-04,1062.01660226015,1109.00534028251,1047.40975075843,1076.62345376186
2020-05-05,1135.57646221526,1152.11812017668,1120.96961067975,1150.18331375077
2020-05-06,1220.71891819479,1194.82900671232,1206.1120602623,1235.32577612727
2020-05-07,1271.57519712407,1237.057803618,1256.968242779,1286.18215146915
2020-05-08,1304.87502123087,1278.73044411103,1290.26771614973,1319.48232631201
2020-05-09,1330.42081895319,1319.77912312838,1315.81348130421,1345.02815660218
2020-05-10,1339.13213148178,1360.14235225007,1324.51599629553,1353.74826666803
2020-05-11,1364.82543290692,1399.76494467347,1350.07434994423,1379.57651586961
2020-05-12,1431.54953876479,1438.597937924,1416.2136263279,1446.88545120167
2020-05-12,1431.54953876479,1438.597937924,1416.2136263279,1446.88545120167
2020-05-13,1490.44515543881,1476.59846210336,1462.47669367143,1518.4136172062
2020-05-14,1522.64252737586,1513.72956141137,1484.71428209292,1560.57077265881
2020-05-15,1552.01349726996,1549.95997646086,1512.43538667128,1591.59160786863
2020-05-16,1585.48009783254,1585.26389456838,1545.83415613817,1625.12603952691
2020-05-17,1619.63178118293,1619.62067477228,1579.98515749254,1659.27840487332
2020-05-18,1653.01483939807,1653.01455383127,1613.36821398672,1692.66146480943
2020-05-19,1685.43434263023,1685.43433891283,1645.78771721775,1725.0809680427
2020-05-20,1716.8730921365,1716.87309211186,1677.22646672403,1756.51971754897
2020-05-21,1747.32781136282,1747.32781136273,1707.68118595034,1786.97443677529
2020-05-22,1776.79911173671,1776.79911173671,1737.15248632423,1816.44573714918
2020-05-23,1805.2909105624,1805.2909105624,1765.64428514993,1844.93753597487
2020-05-24,1832.81011927888,1832.81011927888,1793.16349386641,1872.45674469135
2020-05-25,1859.36634443521,1859.36634443521,1819.71971902274,1899.01296984768
2020-05-26,1884.97159979153,1884.97159979153,1845.32497437906,1924.618225204
2020-05-27,1909.64003105789,1909.64003105789,1869.99340564542,1949.28665647036
2020-05-28,1933.38765442913,1933.38765442913,1893.74102901666,1973.0342798416
2020-05-29,1956.23210973753,1956.23210973753,1916.58548432505,1995.87873515
2020-05-30,1978.19242874871,1978.19242874871,1938.54580333624,2017.83905416119
2020-05-31,1999.2888188691,1999.2888188691,1959.64219345663,2038.93544428157
2020-06-01,2019.54246231236,2019.54246231236,1979.89583689989,2059.18908772483
2020-06-02,2038.97533058631,2038.97533058631,1999.32870517384,2078.62195599878
2020-06-03,2057.61001400667,2057.61001400667,2017.9633885942,2097.25663941914
2020-06-04,2075.46956581822,2075.46956581822,2035.82294040574,2115.11619123069
2020-06-05,2092.57736040334,2092.57736040334,2052.93073499087,2132.22398581581
2020-06-06,2108.95696498082,2108.95696498082,2069.31033956835,2148.60359039329
2020-06-07,2124.6320241404,2124.6320241404,2084.98539872792,2164.27864955287
2020-06-08,2139.62615651907,2139.62615651907,2099.9795311066,2179.27278193154
2020-06-09,2153.96286290057,2153.96286290057,2114.31623748809,2193.60948831304
2020-06-10,2167.66544500781,2167.66544500781,2128.01881959534,2207.31207042028
2020-06-11,2180.75693425747,2180.75693425747,2141.110308845,2220.40355966994
2020-06-12,2193.26002975356,2193.26002975356,2153.61340434109,2232.90665516603
2020-06-13,2205.19704481272,2205.19704481272,2165.55041940024,2244.84367022519
2020-06-14,2216.58986133474,2216.58986133474,2176.94323592226,2256.23648674721
2020-06-15,2227.4598913577,2227.4598913577,2187.81326594523,2267.10651677017
2020-06-16,2237.82804516607,2237.82804516607,2198.1814197536,2277.47467057854
2020-06-17,2247.71470535156,2247.71470535156,2208.06807993909,2287.36133076403
2020-06-18,2257.13970625953,2257.13970625953,2217.49308084706,2296.786331672
2020-06-19,2266.12231828765,2266.12231828765,2226.47569287518,2305.76894370013
2020-06-20,2274.68123653764,2274.68123653764,2235.03461112517,2314.32786195011
2020-06-21,2282.83457335494,2282.83457335494,2243.18794794246,2322.48119876741
2020-06-22,2290.5998543246,2290.5998543246,2250.95322891213,2330.24647973707
2020-06-23,2297.9940173242,2297.9940173242,2258.34739191173,2337.64064273667
2020-06-24,2305.03341426588,2305.03341426588,2265.38678885341,2344.68003967835
2020-06-25,2311.73381519007,2311.73381519007,2272.0871897776,2351.38044060255
2020-06-26,2318.11041440172,2318.11041440172,2278.46378898925,2357.75703981419
2020-06-27,2324.17783836738,2324.17783836738,2284.53121295491,2363.82446377985
2020-06-28,2329.95015511699,2329.95015511699,2290.30352970452,2369.59678052946
2020-06-29,2335.44088491821,2335.44088491821,2295.79425950574,2375.08751033069
2020-06-30,2340.66301201367,2340.66301201367,2301.0163866012,2380.30963742614
2020-07-01,2345.62899723242,2345.62899723242,2305.98237181994,2385.27562264489
2020-07-02,2350.35079130619,2350.35079130619,2310.70416589372,2389.99741671866
2020-07-03,2354.83984873912,2354.83984873912,2315.19322332664,2394.48647415159
2020-07-04,2359.10714209587,2359.10714209587,2319.4605166834,2398.75376750834
2020-07-05,2363.1631765886,2363.1631765886,2323.51655117613,2402.80980200108
2020-07-06,2367.01800485671,2367.01800485671,2327.37137944424,2406.66463026918
2020-07-07,2370.68124184634,2370.68124184634,2331.03461643387,2410.32786725881
2020-07-08,2374.16207970801,2374.16207970801,2334.51545429554,2413.80870512048
2020-07-09,2377.46930264117,2377.46930264117,2337.8226772287,2417.11592805364
2020-07-10,2380.61130162424,2380.61130162424,2340.96467621177,2420.25792703671
2020-07-11,2383.59608897701,2383.59608897701,2343.94946356453,2423.24271438948
2020-07-12,2386.43131271025,2386.43131271025,2346.78468729777,2426.07793812272
2020-07-13,2389.12427062427,2389.12427062427,2349.47764521179,2428.77089603674
2020-07-14,2391.68192412438,2391.68192412438,2352.03529871191,2431.32854953686
2020-07-15,2394.11091172693,2394.11091172693,2354.46428631445,2433.7575371394
2020-07-16,2396.41756223432,2396.41756223432,2356.77093682185,2436.06418764679
2020-07-17,2398.6079075623,2398.6079075623,2358.96128214982,2438.25453297477
