"pred_date","posterior_mean","parametric_fit","lower","upper"
2020-03-02,0.0119592113027556,0.224681581489707,-2.28327068749237,2.30718911009788
2020-03-03,0.00299462562229059,0.257324693305629,-2.22403655713977,2.23002580838435
2020-03-04,0.00900069818490555,0.294393465002113,-2.19913950701557,2.21714090338538
2020-03-05,0.00825207656849784,0.336434688506794,-2.19734978335931,2.21385393649631
2020-03-06,0.00989920884760488,0.384054218576093,-2.19556262310507,2.21536104080028
2020-03-07,0.0112881330916912,0.437922071483868,-2.19417369612732,2.2167499623107
2020-03-08,0.0127894395697502,0.498777780382666,-2.19266938748156,2.21824826662106
2020-03-09,0.014597123241192,0.567435993916813,-2.19086046309087,2.22005470957326
2020-03-10,0.0165746132987691,0.644792299970727,-2.18888276865819,2.22203199525573
2020-03-11,0.0188143732572469,0.731829251331907,-2.18664299380253,2.22427174031702
2020-03-12,0.0213429782413179,0.829622564564252,-2.18411438871223,2.22680034519487
2020-03-13,0.024166487069575,0.939347457563587,-2.18129087974752,2.22962385388667
2020-03-14,0.0272799844775456,1.062285085156,-2.17817738225851,2.2327373512136
2020-03-15,0.0310779455447777,1.19982902576595,-2.17437942117528,2.23653531226484
2020-03-16,0.0343253057875798,1.35349176570405,-2.17113206093101,2.23978267250617
2020-03-17,0.0401019059239916,1.52491112109603,-2.16535546079456,2.24555927264254
2020-03-18,0.0440103914395426,1.71585653099929,-2.16144697527901,2.24946775815809
2020-03-19,0.0447443731765527,1.92823514894942,-2.16071299354201,2.25020173989511
2020-03-20,0.0779953144520655,2.16409765417418,-2.12746205226645,2.28345268117058
2020-03-21,-0.000427592565388525,2.42564369814393,-2.2058849592839,2.20502977415312
2020-03-22,0.195812877589355,2.71522689714158,-2.00964448912916,2.40127024430787
2020-03-23,0.921469494625473,3.03535927728029,-1.28398787209305,3.12692686134399
2020-03-24,1.14825565889605,3.38871507502612,-1.05720170782249,3.35371302561459
2020-03-25,0.979121021353108,3.77813379394556,-1.22633634536545,3.18457838807167
2020-03-26,1.23758746387074,4.20662241723962,-0.967869902847813,3.4430448305893
2020-03-27,1.87850290414709,4.67735667578281,-0.326954462571456,4.08396027086563
2020-03-28,2.26712706739242,5.19368127298022,0.0616697006739098,4.47258443411092
2020-03-29,2.940913114088,5.7591089708953,0.735455747369523,5.14637048080647
2020-03-30,3.10453798690922,6.37731844686797,0.899080620190753,5.30999535362769
2020-03-31,3.1782205836693,7.0521508362988,0.972763216950789,5.3836779503878
2020-04-01,4.02056305247291,7.78760488544915,1.81510568575438,6.22602041919145
2020-04-02,5.15743427844337,8.58783064799944,2.95197691172481,7.36289164516192
2020-04-03,7.08376165485071,9.45712167068292,4.87830428813217,9.28921902156925
2020-04-04,8.95857300011869,10.3999056264985,6.75311563340013,11.1640303668372
2020-04-05,8.99216872306222,11.4207333686962,6.78671135634363,11.1976260897808
2020-04-06,9.3038016562584,12.5242663947771,7.09834428953974,11.5092590229771
2020-04-07,12.9783140959544,13.7152627269765,10.7728567292359,15.183771462673
2020-04-08,17.8821999051099,14.998561233885,15.6767425383913,20.0876572718285
2020-04-09,20.7925074934664,16.3790644367691,18.5870501267478,22.9979648601849
2020-04-10,21.9688434422951,17.8617198634999,19.7633860755766,24.1743008090136
2020-04-11,22.8689071143633,19.4515000324896,20.6634497476448,25.0743644810818
2020-04-12,22.851136645498,21.153381168369,20.6456792787796,25.0565940122164
2020-04-13,23.1956472699309,22.9723207699741,20.9901899032125,25.4011046366493
2020-04-14,27.0117080763041,24.9132341692377,24.8062507095856,29.2171654430225
2020-04-15,31.5568531362085,26.9809702364626,29.3513957694901,33.7623105029269
2020-04-16,34.229959272378,29.1802864028917,32.0245019056596,36.4354166390965
2020-04-17,36.4702101769997,31.515823185171,34.2647528102812,38.6756675437182
2020-04-18,38.2217411652841,33.9920784079768,36.0162837985655,40.4271985320027
2020-04-19,40.7610229373142,36.6133813304924,38.5555655705956,42.9664803040328
2020-04-20,41.6589133129794,39.3838668893777,39.4534559462609,43.8643706796979
2020-04-21,42.5841407891379,42.3074502752234,40.3786834224194,44.7895981558565
2020-04-22,47.5699675068457,45.3878020610945,45.364510140127,49.7754248735644
2020-04-23,50.7549990799055,48.6283241005923,48.5495417131867,52.9604564466243
2020-04-24,53.6571930296412,52.0321264088825,51.4517356629224,55.86265039636
2020-04-25,59.0636629478385,55.6020052333821,56.8582055811198,61.2691203145572
2020-04-26,60.5046526424203,59.3404225113694,58.2991952757017,62.7101100091389
2020-04-27,59.6356890137341,63.2494868997951,57.4302316470155,61.8411463804528
2020-04-28,60.7897088772784,67.330936548235,58.5842515105597,62.9951662439972
2020-04-29,65.619479885051,71.5861237694299,63.4140225183308,67.8249372517712
2020-04-30,72.7278419649956,76.0160017434876,70.5223845982594,74.9332993317317
2020-05-01,80.3184572910619,80.6211133718431,78.1129999242447,82.523914657879
2020-05-02,84.41558041567,85.4015823758119,82.2101230487164,86.6210377826237
2020-05-03,85.916176867481,90.357106712343,83.7107195004211,88.121634234541
2020-05-04,85.9224201363857,95.4869543567301,83.7169627544286,88.1278775183428
2020-05-05,93.7515026415899,100.789961478902,91.5460450552577,95.956960227922
2020-05-06,109.013801750505,106.264533016832,106.808342923453,111.219260577556
2020-05-07,114.93852399763,111.908645627891,112.733062168411,117.143985826849
2020-05-08,120.90686126324,117.719852976971,118.701399431288,123.112323095193
2020-05-09,130.439014612286,123.695293299112,128.233412752358,132.644616472213
2020-05-10,132.739786920961,129.831699154612,130.531646715761,134.947927126162
2020-05-11,133.718677254352,136.125409276195,131.491646071591,135.945708437114
2020-05-12,141.654300726905,142.572382391166,139.359070828109,143.9495306257
2020-05-12,141.654300726905,142.572382391166,139.359070828109,143.9495306257
2020-05-13,150.348200079329,149.168212886595,145.788864544609,154.90753561405
2020-05-14,156.594991357611,155.908148172687,150.473446038968,162.716536676255
2020-05-15,162.910760138628,162.787107588615,156.600757544077,169.22076273318
2020-05-16,169.808885763836,169.799702686322,163.494229376154,176.123542151518
2020-05-17,176.940561125338,176.940258721148,170.625881516485,183.255240734192
2020-05-18,184.202841707576,184.202837173568,177.888162074599,190.517521340553
2020-05-19,191.581259155127,191.581259123832,185.266579522145,197.89593878811
2020-05-20,199.069129300848,199.069129300748,192.754449667865,205.38380893383
2020-05-21,206.659860627201,206.659860627201,200.345180994219,212.974540260184
2020-05-22,214.346699088119,214.346699088119,208.032019455136,220.661378721101
2020-05-23,222.122748751284,222.122748751284,215.808069118301,228.437428384266
2020-05-24,229.980996777609,229.980996777609,223.666317144627,236.295676410592
2020-05-25,237.914338264948,237.914338264948,231.599658631965,244.229017897931
2020-05-26,245.915600778147,245.915600778147,239.600921145164,252.230280411129
2020-05-27,253.977568427612,253.977568427612,247.662888794629,260.292248060594
2020-05-28,262.093005369004,262.093005369004,255.778325736021,268.407685001987
2020-05-29,270.254678607648,270.254678607648,263.939998974666,276.569358240631
2020-05-30,278.455380002621,278.455380002621,272.140700369638,284.770059635604
2020-05-31,286.687947377178,286.687947377178,280.373267744196,293.002627010161
2020-06-01,294.945284653975,294.945284653975,288.630605020992,301.259964286957
2020-06-02,303.22038094531,303.22038094531,296.905701312327,309.535060578292
2020-06-03,311.506328540303,311.506328540303,305.191648907321,317.821008173286
2020-06-04,319.796339742264,319.796339742264,313.481660109282,326.111019375247
2020-06-05,328.08376252056,328.08376252056,321.769082887577,334.398442153542
2020-06-06,336.362094951846,336.362094951846,330.047415318863,342.676774584829
2020-06-07,344.62499843558,344.62499843558,338.310318802598,350.939678068563
2020-06-08,352.866309678167,352.866309678167,346.551630045184,359.180989311149
2020-06-09,361.080051448915,361.080051448915,354.765371815933,367.394731081898
2020-06-10,369.260442119103,369.260442119103,362.945762486121,375.575121752086
2020-06-11,377.401904002875,377.401904002875,371.087224369893,383.716583635858
2020-06-12,385.49907052541,385.49907052541,379.184390892427,391.813750158392
2020-06-13,393.54679224977,393.54679224977,387.232112616788,399.861471882753
2020-06-14,401.54014179912,401.54014179912,395.225462166137,407.854821432102
2020-06-15,409.474417715529,409.474417715529,403.159738082546,415.789097348512
2020-06-16,417.345147300485,417.345147300485,411.030467667503,423.659826933468
2020-06-17,425.148088485398,425.148088485398,418.833408852415,431.46276811838
2020-06-18,432.879230782968,432.879230782968,426.564551149986,439.193910415951
2020-06-19,440.534795372272,440.534795372272,434.22011573929,446.849475005255
2020-06-20,448.111234371778,448.111234371778,441.796554738795,454.42591400476
2020-06-21,455.605229355436,455.605229355436,449.290549722454,461.919908988419
2020-06-22,463.013689167363,463.013689167363,456.699009534381,469.328368800346
2020-06-23,470.333747090578,470.333747090578,464.019067457595,476.648426723561
2020-06-24,477.562757424851,477.562757424851,471.248077791869,483.877437057834
2020-06-25,484.698291527886,484.698291527886,478.383611894904,491.012971160869
2020-06-26,491.738133372972,491.738133372972,485.42345373999,498.052813005955
2020-06-27,498.680274674838,498.680274674838,492.365595041856,504.994954307821
2020-06-28,505.522909633822,505.522909633822,499.208230000839,511.837589266805
2020-06-29,512.264429346644,512.264429346644,505.949749713661,518.579108979626
2020-06-30,518.903415930072,518.903415930072,512.588736297089,525.218095563054
2020-07-01,525.438636401665,525.438636401665,519.123956768682,531.753316034647
2020-07-02,531.869036359522,531.869036359522,525.554356726539,538.183715992504
2020-07-03,538.193733500701,538.193733500701,531.879053867718,544.508413133683
2020-07-04,544.412011015588,544.412011015588,538.097331382605,550.72669064857
2020-07-05,550.523310893146,550.523310893146,544.208631260164,556.837990526129
2020-07-06,556.527227169584,556.527227169584,550.212547536602,562.841906802567
2020-07-07,562.423499150616,562.423499150616,556.108819517633,568.738178783598
2020-07-08,568.212004635159,568.212004635159,561.897325002176,574.526684268141
2020-07-09,573.892753166012,573.892753166012,567.578073533029,580.207432798994
2020-07-10,579.465879330835,579.465879330835,573.151199697852,585.780558963817
2020-07-11,584.931636134579,584.931636134579,578.616956501596,591.246315767562
2020-07-12,590.290388462426,590.290388462426,583.975708829444,596.605068095409
2020-07-13,595.542606650293,595.542606650293,589.22792701731,601.857286283275
2020-07-14,600.688860178031,600.688860178031,594.374180545049,607.003539811014
2020-07-15,605.729811498642,605.729811498642,599.41513186566,612.044491131625
2020-07-16,610.666210015088,610.666210015088,604.351530382105,616.980889648071
2020-07-17,615.498886214635,615.498886214635,609.184206581653,621.813565847618
2020-07-18,620.228745969178,620.228745969178,613.914066336195,626.543425602161
2020-07-19,624.856765008495,624.856765008495,618.542085375513,631.171444641478
2020-07-20,629.38398357212,629.38398357212,623.069303939137,635.698663205102
2020-07-21,633.811501244196,633.811501244196,627.496821611214,640.126180877179
2020-07-22,638.14047197463,638.14047197463,631.825792341648,644.455151607613
2020-07-23,642.372099288698,642.372099288698,636.057419655716,648.686778921681
2020-07-24,646.507631686393,646.507631686393,640.19295205341,652.822311319375
2020-07-25,650.548358231845,650.548358231845,644.233678598863,656.863037864828
2020-07-26,654.495604332408,654.495604332408,648.180924699425,660.81028396539
2020-07-27,658.350727706225,658.350727706225,652.036048073242,664.665407339208
2020-07-28,662.115114536507,662.115114536507,655.800434903524,668.429794169489
2020-07-29,665.790175810119,665.790175810119,659.475496177136,672.104855443101
2020-07-30,669.377343837607,669.377343837607,663.062664204624,675.69202347059
2020-07-31,672.878068951324,672.878068951324,666.563389318342,679.192748584307
2020-08-01,676.293816377935,676.293816377935,669.979136744953,682.608496010918
2020-08-02,679.62606328125,679.62606328125,673.311383648268,685.940742914233
2020-08-03,682.876295971044,682.876295971044,676.561616338062,689.190975604027
2020-08-04,686.046007273286,686.046007273286,679.731327640303,692.360686906268
2020-08-05,689.136694057012,689.136694057012,682.822014424029,695.451373689995
2020-08-06,692.149854912918,692.149854912918,685.835175279935,698.464534545901
2020-08-07,695.086987978637,695.086987978637,688.772308345654,701.401667611619
2020-08-08,697.949588905565,697.949588905565,691.634909272582,704.264268538547
2020-08-09,700.739148962081,700.739148962081,694.424469329098,707.053828595064
